id_code,experiment,plate,well,sirna,experiment_type,dataset
HUVEC-01_2_L21,HUVEC-01,2,L21,206,HUVEC,train
HUVEC-01_2_L22,HUVEC-01,2,L22,108,HUVEC,train
HUVEC-01_2_L23,HUVEC-01,2,L23,232,HUVEC,train
HUVEC-01_2_M02,HUVEC-01,2,M02,667,HUVEC,train
HUVEC-01_2_M04,HUVEC-01,2,M04,447,HUVEC,train
HUVEC-01_2_M05,HUVEC-01,2,M05,623,HUVEC,train
HUVEC-01_2_M06,HUVEC-01,2,M06,726,HUVEC,train
HUVEC-01_2_M08,HUVEC-01,2,M08,787,HUVEC,train
HUVEC-01_2_M09,HUVEC-01,2,M09,941,HUVEC,train
HUVEC-01_2_M10,HUVEC-01,2,M10,216,HUVEC,train
HUVEC-01_2_M12,HUVEC-01,2,M12,1002,HUVEC,train
HUVEC-01_2_M13,HUVEC-01,2,M13,956,HUVEC,train
HUVEC-01_2_M14,HUVEC-01,2,M14,196,HUVEC,train
HUVEC-01_2_M16,HUVEC-01,2,M16,466,HUVEC,train
HUVEC-01_2_M17,HUVEC-01,2,M17,966,HUVEC,train
HUVEC-01_2_M18,HUVEC-01,2,M18,661,HUVEC,train
HUVEC-01_2_M20,HUVEC-01,2,M20,968,HUVEC,train
HUVEC-01_2_M21,HUVEC-01,2,M21,1063,HUVEC,train
HUVEC-01_2_M23,HUVEC-01,2,M23,957,HUVEC,train
HUVEC-01_2_N02,HUVEC-01,2,N02,111,HUVEC,train
HUVEC-01_2_N03,HUVEC-01,2,N03,492,HUVEC,train
HUVEC-01_2_N04,HUVEC-01,2,N04,499,HUVEC,train
HUVEC-01_2_N05,HUVEC-01,2,N05,269,HUVEC,train
HUVEC-01_2_N06,HUVEC-01,2,N06,776,HUVEC,train
HUVEC-01_2_N07,HUVEC-01,2,N07,502,HUVEC,train
HUVEC-01_2_N08,HUVEC-01,2,N08,461,HUVEC,train
HUVEC-01_2_N09,HUVEC-01,2,N09,662,HUVEC,train
HUVEC-01_2_N10,HUVEC-01,2,N10,1049,HUVEC,train
HUVEC-01_2_N11,HUVEC-01,2,N11,425,HUVEC,train
HUVEC-01_2_N12,HUVEC-01,2,N12,138,HUVEC,train
HUVEC-01_2_N13,HUVEC-01,2,N13,874,HUVEC,train
HUVEC-01_2_N14,HUVEC-01,2,N14,434,HUVEC,train
HUVEC-01_2_N15,HUVEC-01,2,N15,225,HUVEC,train
HUVEC-01_2_N16,HUVEC-01,2,N16,1070,HUVEC,train
HUVEC-01_2_N17,HUVEC-01,2,N17,61,HUVEC,train
HUVEC-01_2_N18,HUVEC-01,2,N18,1024,HUVEC,train
HUVEC-01_2_N19,HUVEC-01,2,N19,182,HUVEC,train
HUVEC-01_2_N20,HUVEC-01,2,N20,166,HUVEC,train
HUVEC-01_2_N21,HUVEC-01,2,N21,81,HUVEC,train
HUVEC-01_2_N22,HUVEC-01,2,N22,160,HUVEC,train
HUVEC-01_2_N23,HUVEC-01,2,N23,467,HUVEC,train
HUVEC-01_2_O02,HUVEC-01,2,O02,562,HUVEC,train
HUVEC-01_2_O03,HUVEC-01,2,O03,597,HUVEC,train
HUVEC-01_2_O04,HUVEC-01,2,O04,285,HUVEC,train
HUVEC-01_2_O05,HUVEC-01,2,O05,60,HUVEC,train
HUVEC-01_2_O06,HUVEC-01,2,O06,717,HUVEC,train
HUVEC-01_2_O07,HUVEC-01,2,O07,781,HUVEC,train
HUVEC-01_2_O08,HUVEC-01,2,O08,857,HUVEC,train
HUVEC-01_2_O09,HUVEC-01,2,O09,1078,HUVEC,train
HUVEC-01_2_O10,HUVEC-01,2,O10,601,HUVEC,train
HUVEC-01_2_O11,HUVEC-01,2,O11,454,HUVEC,train
HUVEC-01_2_O12,HUVEC-01,2,O12,965,HUVEC,train
HUVEC-01_2_O13,HUVEC-01,2,O13,93,HUVEC,train
HUVEC-01_2_O14,HUVEC-01,2,O14,219,HUVEC,train
HUVEC-01_2_O15,HUVEC-01,2,O15,1090,HUVEC,train
HUVEC-01_2_O16,HUVEC-01,2,O16,909,HUVEC,train
HUVEC-01_2_O17,HUVEC-01,2,O17,100,HUVEC,train
HUVEC-01_2_O18,HUVEC-01,2,O18,87,HUVEC,train
HUVEC-01_2_O19,HUVEC-01,2,O19,550,HUVEC,train
HUVEC-01_2_O20,HUVEC-01,2,O20,245,HUVEC,train
HUVEC-01_2_O21,HUVEC-01,2,O21,146,HUVEC,train
HUVEC-01_2_O22,HUVEC-01,2,O22,78,HUVEC,train
HUVEC-01_2_O23,HUVEC-01,2,O23,1052,HUVEC,train
HUVEC-01_3_B03,HUVEC-01,3,B03,396,HUVEC,train
HUVEC-01_3_B04,HUVEC-01,3,B04,599,HUVEC,train
HUVEC-01_3_B05,HUVEC-01,3,B05,1057,HUVEC,train
HUVEC-01_3_B06,HUVEC-01,3,B06,636,HUVEC,train
HUVEC-01_3_B07,HUVEC-01,3,B07,127,HUVEC,train
HUVEC-01_3_B08,HUVEC-01,3,B08,311,HUVEC,train
HUVEC-01_3_B09,HUVEC-01,3,B09,53,HUVEC,train
HUVEC-01_3_B10,HUVEC-01,3,B10,933,HUVEC,train
HUVEC-01_3_B11,HUVEC-01,3,B11,658,HUVEC,train
HUVEC-01_3_B12,HUVEC-01,3,B12,629,HUVEC,train
HUVEC-01_3_B13,HUVEC-01,3,B13,593,HUVEC,train
HUVEC-01_3_B14,HUVEC-01,3,B14,963,HUVEC,train
HUVEC-01_3_B15,HUVEC-01,3,B15,1051,HUVEC,train
HUVEC-01_3_B16,HUVEC-01,3,B16,347,HUVEC,train
HUVEC-01_3_B17,HUVEC-01,3,B17,123,HUVEC,train
HUVEC-01_3_B18,HUVEC-01,3,B18,777,HUVEC,train
HUVEC-01_3_B19,HUVEC-01,3,B19,866,HUVEC,train
HUVEC-01_3_B20,HUVEC-01,3,B20,969,HUVEC,train
HUVEC-01_3_B21,HUVEC-01,3,B21,121,HUVEC,train
HUVEC-01_3_B22,HUVEC-01,3,B22,405,HUVEC,train
HUVEC-01_3_B23,HUVEC-01,3,B23,114,HUVEC,train
HUVEC-01_3_C02,HUVEC-01,3,C02,180,HUVEC,train
HUVEC-01_3_C04,HUVEC-01,3,C04,491,HUVEC,train
HUVEC-01_3_C05,HUVEC-01,3,C05,446,HUVEC,train
HUVEC-01_3_C06,HUVEC-01,3,C06,633,HUVEC,train
HUVEC-01_3_C08,HUVEC-01,3,C08,24,HUVEC,train
HUVEC-01_3_C09,HUVEC-01,3,C09,782,HUVEC,train
HUVEC-01_3_C10,HUVEC-01,3,C10,365,HUVEC,train
HUVEC-01_3_C12,HUVEC-01,3,C12,250,HUVEC,train
HUVEC-01_3_C13,HUVEC-01,3,C13,516,HUVEC,train
HUVEC-01_3_C14,HUVEC-01,3,C14,98,HUVEC,train
HUVEC-01_3_C16,HUVEC-01,3,C16,616,HUVEC,train
HUVEC-01_3_C17,HUVEC-01,3,C17,1059,HUVEC,train
HUVEC-01_3_C18,HUVEC-01,3,C18,453,HUVEC,train
HUVEC-01_3_C20,HUVEC-01,3,C20,590,HUVEC,train
HUVEC-01_3_C21,HUVEC-01,3,C21,368,HUVEC,train
HUVEC-01_3_C23,HUVEC-01,3,C23,464,HUVEC,train
HUVEC-01_3_D02,HUVEC-01,3,D02,148,HUVEC,train
HUVEC-01_3_D03,HUVEC-01,3,D03,989,HUVEC,train
HUVEC-01_3_D04,HUVEC-01,3,D04,768,HUVEC,train
HUVEC-01_3_D05,HUVEC-01,3,D05,525,HUVEC,train
HUVEC-01_3_D06,HUVEC-01,3,D06,490,HUVEC,train
HUVEC-01_3_D07,HUVEC-01,3,D07,818,HUVEC,train
HUVEC-01_3_D08,HUVEC-01,3,D08,487,HUVEC,train
HUVEC-01_3_D09,HUVEC-01,3,D09,763,HUVEC,train
HUVEC-01_3_D10,HUVEC-01,3,D10,990,HUVEC,train
HUVEC-01_3_D11,HUVEC-01,3,D11,291,HUVEC,train
HUVEC-01_3_D12,HUVEC-01,3,D12,936,HUVEC,train
HUVEC-01_3_D13,HUVEC-01,3,D13,716,HUVEC,train
HUVEC-01_3_D14,HUVEC-01,3,D14,1029,HUVEC,train
HUVEC-01_3_D15,HUVEC-01,3,D15,820,HUVEC,train
HUVEC-01_3_D16,HUVEC-01,3,D16,919,HUVEC,train
HUVEC-01_3_D17,HUVEC-01,3,D17,377,HUVEC,train
HUVEC-01_3_D18,HUVEC-01,3,D18,310,HUVEC,train
HUVEC-01_3_D19,HUVEC-01,3,D19,51,HUVEC,train
HUVEC-01_3_D20,HUVEC-01,3,D20,159,HUVEC,train
HUVEC-01_3_D21,HUVEC-01,3,D21,173,HUVEC,train
HUVEC-01_3_D22,HUVEC-01,3,D22,244,HUVEC,train
HUVEC-01_3_D23,HUVEC-01,3,D23,1007,HUVEC,train
HUVEC-01_3_E02,HUVEC-01,3,E02,437,HUVEC,train
HUVEC-01_3_E03,HUVEC-01,3,E03,215,HUVEC,train
HUVEC-01_3_E04,HUVEC-01,3,E04,545,HUVEC,train
HUVEC-01_3_E05,HUVEC-01,3,E05,586,HUVEC,train
HUVEC-01_3_E06,HUVEC-01,3,E06,1000,HUVEC,train
HUVEC-01_3_E07,HUVEC-01,3,E07,167,HUVEC,train
HUVEC-01_3_E08,HUVEC-01,3,E08,848,HUVEC,train
HUVEC-01_3_E09,HUVEC-01,3,E09,485,HUVEC,train
HUVEC-01_3_E10,HUVEC-01,3,E10,279,HUVEC,train
HUVEC-01_3_E11,HUVEC-01,3,E11,338,HUVEC,train
HUVEC-01_3_E12,HUVEC-01,3,E12,649,HUVEC,train
HUVEC-01_3_E13,HUVEC-01,3,E13,248,HUVEC,train
HUVEC-01_3_E14,HUVEC-01,3,E14,120,HUVEC,train
HUVEC-01_3_E15,HUVEC-01,3,E15,125,HUVEC,train
HUVEC-01_3_E16,HUVEC-01,3,E16,895,HUVEC,train
HUVEC-01_3_E17,HUVEC-01,3,E17,627,HUVEC,train
HUVEC-01_3_E18,HUVEC-01,3,E18,977,HUVEC,train
HUVEC-01_3_E19,HUVEC-01,3,E19,314,HUVEC,train
HUVEC-01_3_E20,HUVEC-01,3,E20,185,HUVEC,train
HUVEC-01_3_E21,HUVEC-01,3,E21,39,HUVEC,train
HUVEC-01_3_E22,HUVEC-01,3,E22,142,HUVEC,train
HUVEC-01_3_E23,HUVEC-01,3,E23,115,HUVEC,train
HUVEC-01_3_F02,HUVEC-01,3,F02,643,HUVEC,train
HUVEC-01_3_F04,HUVEC-01,3,F04,713,HUVEC,train
HUVEC-01_3_F05,HUVEC-01,3,F05,49,HUVEC,train
HUVEC-01_3_F06,HUVEC-01,3,F06,1071,HUVEC,train
HUVEC-01_3_F08,HUVEC-01,3,F08,808,HUVEC,train
HUVEC-01_3_F09,HUVEC-01,3,F09,84,HUVEC,train
HUVEC-01_3_F10,HUVEC-01,3,F10,21,HUVEC,train
HUVEC-01_3_F12,HUVEC-01,3,F12,246,HUVEC,train
HUVEC-01_3_F13,HUVEC-01,3,F13,942,HUVEC,train
HUVEC-01_3_F14,HUVEC-01,3,F14,666,HUVEC,train
HUVEC-01_3_F16,HUVEC-01,3,F16,394,HUVEC,train
HUVEC-01_3_F17,HUVEC-01,3,F17,363,HUVEC,train
HUVEC-01_3_F18,HUVEC-01,3,F18,1014,HUVEC,train
HUVEC-01_3_F20,HUVEC-01,3,F20,99,HUVEC,train
HUVEC-01_3_F21,HUVEC-01,3,F21,190,HUVEC,train
HUVEC-01_3_F23,HUVEC-01,3,F23,494,HUVEC,train
HUVEC-01_3_G02,HUVEC-01,3,G02,678,HUVEC,train
HUVEC-01_3_G03,HUVEC-01,3,G03,901,HUVEC,train
HUVEC-01_3_G04,HUVEC-01,3,G04,970,HUVEC,train
HUVEC-01_3_G05,HUVEC-01,3,G05,819,HUVEC,train
HUVEC-01_3_G06,HUVEC-01,3,G06,4,HUVEC,train
HUVEC-01_3_G07,HUVEC-01,3,G07,444,HUVEC,train
HUVEC-01_3_G08,HUVEC-01,3,G08,679,HUVEC,train
HUVEC-01_3_G09,HUVEC-01,3,G09,816,HUVEC,train
HUVEC-01_3_G10,HUVEC-01,3,G10,595,HUVEC,train
HUVEC-01_3_G11,HUVEC-01,3,G11,603,HUVEC,train
HUVEC-01_3_G12,HUVEC-01,3,G12,1085,HUVEC,train
HUVEC-01_3_G13,HUVEC-01,3,G13,62,HUVEC,train
HUVEC-01_3_G14,HUVEC-01,3,G14,769,HUVEC,train
HUVEC-01_3_G15,HUVEC-01,3,G15,335,HUVEC,train
HUVEC-01_3_G16,HUVEC-01,3,G16,583,HUVEC,train
HUVEC-01_3_G17,HUVEC-01,3,G17,168,HUVEC,train
HUVEC-01_3_G18,HUVEC-01,3,G18,229,HUVEC,train
HUVEC-01_3_G19,HUVEC-01,3,G19,1086,HUVEC,train
HUVEC-01_3_G20,HUVEC-01,3,G20,477,HUVEC,train
HUVEC-01_3_G21,HUVEC-01,3,G21,530,HUVEC,train
HUVEC-01_3_G22,HUVEC-01,3,G22,369,HUVEC,train
HUVEC-01_3_G23,HUVEC-01,3,G23,359,HUVEC,train
HUVEC-01_3_H02,HUVEC-01,3,H02,564,HUVEC,train
HUVEC-01_3_H04,HUVEC-01,3,H04,501,HUVEC,train
HUVEC-01_3_H05,HUVEC-01,3,H05,410,HUVEC,train
HUVEC-01_3_H06,HUVEC-01,3,H06,520,HUVEC,train
HUVEC-01_3_H08,HUVEC-01,3,H08,926,HUVEC,train
HUVEC-01_3_H09,HUVEC-01,3,H09,265,HUVEC,train
HUVEC-01_3_H10,HUVEC-01,3,H10,947,HUVEC,train
HUVEC-01_3_H12,HUVEC-01,3,H12,637,HUVEC,train
HUVEC-01_3_H13,HUVEC-01,3,H13,863,HUVEC,train
HUVEC-01_3_H14,HUVEC-01,3,H14,198,HUVEC,train
HUVEC-01_3_H16,HUVEC-01,3,H16,463,HUVEC,train
HUVEC-01_3_H17,HUVEC-01,3,H17,259,HUVEC,train
HUVEC-01_3_H18,HUVEC-01,3,H18,1018,HUVEC,train
HUVEC-01_3_H20,HUVEC-01,3,H20,197,HUVEC,train
HUVEC-01_3_H21,HUVEC-01,3,H21,886,HUVEC,train
HUVEC-01_3_H23,HUVEC-01,3,H23,1099,HUVEC,train
HUVEC-01_3_I02,HUVEC-01,3,I02,873,HUVEC,train
HUVEC-01_3_I03,HUVEC-01,3,I03,672,HUVEC,train
HUVEC-01_3_I04,HUVEC-01,3,I04,727,HUVEC,train
HUVEC-01_3_I05,HUVEC-01,3,I05,869,HUVEC,train
HUVEC-01_3_I06,HUVEC-01,3,I06,805,HUVEC,train
HUVEC-01_3_I07,HUVEC-01,3,I07,551,HUVEC,train
HUVEC-01_3_I08,HUVEC-01,3,I08,922,HUVEC,train
HUVEC-01_3_I09,HUVEC-01,3,I09,504,HUVEC,train
HUVEC-01_3_I10,HUVEC-01,3,I10,674,HUVEC,train
HUVEC-01_3_I11,HUVEC-01,3,I11,755,HUVEC,train
HUVEC-01_3_I12,HUVEC-01,3,I12,999,HUVEC,train
HUVEC-01_3_I13,HUVEC-01,3,I13,608,HUVEC,train
HUVEC-01_3_I14,HUVEC-01,3,I14,145,HUVEC,train
HUVEC-01_3_I15,HUVEC-01,3,I15,210,HUVEC,train
HUVEC-01_3_I16,HUVEC-01,3,I16,326,HUVEC,train
HUVEC-01_3_I17,HUVEC-01,3,I17,438,HUVEC,train
HUVEC-01_3_I18,HUVEC-01,3,I18,174,HUVEC,train
HUVEC-01_3_I19,HUVEC-01,3,I19,289,HUVEC,train
HUVEC-01_3_I20,HUVEC-01,3,I20,916,HUVEC,train
HUVEC-01_3_I21,HUVEC-01,3,I21,809,HUVEC,train
HUVEC-01_3_I22,HUVEC-01,3,I22,995,HUVEC,train
HUVEC-01_3_I23,HUVEC-01,3,I23,183,HUVEC,train
HUVEC-01_3_J02,HUVEC-01,3,J02,795,HUVEC,train
HUVEC-01_3_J04,HUVEC-01,3,J04,380,HUVEC,train
HUVEC-01_3_J05,HUVEC-01,3,J05,829,HUVEC,train
HUVEC-01_3_J06,HUVEC-01,3,J06,664,HUVEC,train
HUVEC-01_3_J08,HUVEC-01,3,J08,96,HUVEC,train
HUVEC-01_3_J09,HUVEC-01,3,J09,821,HUVEC,train
HUVEC-01_3_J10,HUVEC-01,3,J10,961,HUVEC,train
HUVEC-01_3_J12,HUVEC-01,3,J12,533,HUVEC,train
HUVEC-01_3_J13,HUVEC-01,3,J13,465,HUVEC,train
HUVEC-01_3_J14,HUVEC-01,3,J14,337,HUVEC,train
HUVEC-01_3_J16,HUVEC-01,3,J16,65,HUVEC,train
HUVEC-01_3_J17,HUVEC-01,3,J17,665,HUVEC,train
HUVEC-01_3_J18,HUVEC-01,3,J18,191,HUVEC,train
HUVEC-01_3_J20,HUVEC-01,3,J20,690,HUVEC,train
HUVEC-01_3_J21,HUVEC-01,3,J21,858,HUVEC,train
HUVEC-01_3_J23,HUVEC-01,3,J23,29,HUVEC,train
HUVEC-01_3_K02,HUVEC-01,3,K02,671,HUVEC,train
HUVEC-01_3_K03,HUVEC-01,3,K03,307,HUVEC,train
HUVEC-01_3_K04,HUVEC-01,3,K04,401,HUVEC,train
HUVEC-01_3_K05,HUVEC-01,3,K05,834,HUVEC,train
HUVEC-01_3_K06,HUVEC-01,3,K06,1068,HUVEC,train
HUVEC-01_3_K07,HUVEC-01,3,K07,686,HUVEC,train
HUVEC-01_3_K08,HUVEC-01,3,K08,32,HUVEC,train
HUVEC-01_3_K09,HUVEC-01,3,K09,469,HUVEC,train
HUVEC-01_3_K10,HUVEC-01,3,K10,1093,HUVEC,train
HUVEC-01_3_K11,HUVEC-01,3,K11,578,HUVEC,train
HUVEC-01_3_K12,HUVEC-01,3,K12,170,HUVEC,train
HUVEC-01_3_K13,HUVEC-01,3,K13,774,HUVEC,train
HUVEC-01_3_K14,HUVEC-01,3,K14,184,HUVEC,train
HUVEC-01_3_K15,HUVEC-01,3,K15,740,HUVEC,train
HUVEC-01_3_K16,HUVEC-01,3,K16,1091,HUVEC,train
HUVEC-01_3_K17,HUVEC-01,3,K17,652,HUVEC,train
HUVEC-01_3_K18,HUVEC-01,3,K18,267,HUVEC,train
HUVEC-01_3_K19,HUVEC-01,3,K19,135,HUVEC,train
HUVEC-01_3_K20,HUVEC-01,3,K20,955,HUVEC,train
HUVEC-01_3_K21,HUVEC-01,3,K21,448,HUVEC,train
HUVEC-01_3_K22,HUVEC-01,3,K22,319,HUVEC,train
HUVEC-01_3_K23,HUVEC-01,3,K23,888,HUVEC,train
HUVEC-01_3_L02,HUVEC-01,3,L02,749,HUVEC,train
HUVEC-01_3_L03,HUVEC-01,3,L03,134,HUVEC,train
HUVEC-01_3_L04,HUVEC-01,3,L04,1079,HUVEC,train
HUVEC-01_3_L05,HUVEC-01,3,L05,908,HUVEC,train
HUVEC-01_3_L06,HUVEC-01,3,L06,171,HUVEC,train
HUVEC-01_3_L07,HUVEC-01,3,L07,322,HUVEC,train
HUVEC-01_3_L08,HUVEC-01,3,L08,940,HUVEC,train
HUVEC-01_3_L09,HUVEC-01,3,L09,510,HUVEC,train
HUVEC-01_3_L10,HUVEC-01,3,L10,129,HUVEC,train
HUVEC-01_3_L11,HUVEC-01,3,L11,1105,HUVEC,train
HUVEC-01_3_L12,HUVEC-01,3,L12,860,HUVEC,train
HUVEC-01_3_L13,HUVEC-01,3,L13,375,HUVEC,train
HUVEC-01_3_L14,HUVEC-01,3,L14,512,HUVEC,train
HUVEC-01_3_L15,HUVEC-01,3,L15,807,HUVEC,train
HUVEC-01_3_L16,HUVEC-01,3,L16,943,HUVEC,train
HUVEC-01_3_L17,HUVEC-01,3,L17,163,HUVEC,train
HUVEC-01_3_L18,HUVEC-01,3,L18,738,HUVEC,train
HUVEC-01_3_L19,HUVEC-01,3,L19,748,HUVEC,train
HUVEC-01_3_L20,HUVEC-01,3,L20,255,HUVEC,train
HUVEC-01_3_L21,HUVEC-01,3,L21,864,HUVEC,train
HUVEC-01_3_L22,HUVEC-01,3,L22,646,HUVEC,train
HUVEC-01_3_L23,HUVEC-01,3,L23,677,HUVEC,train
HUVEC-01_3_M02,HUVEC-01,3,M02,35,HUVEC,train
HUVEC-01_3_M04,HUVEC-01,3,M04,252,HUVEC,train
HUVEC-01_3_M05,HUVEC-01,3,M05,759,HUVEC,train
HUVEC-01_3_M06,HUVEC-01,3,M06,34,HUVEC,train
HUVEC-01_3_M08,HUVEC-01,3,M08,1087,HUVEC,train
HUVEC-01_3_M09,HUVEC-01,3,M09,119,HUVEC,train
HUVEC-01_3_M10,HUVEC-01,3,M10,278,HUVEC,train
HUVEC-01_3_M12,HUVEC-01,3,M12,625,HUVEC,train
HUVEC-01_3_M13,HUVEC-01,3,M13,815,HUVEC,train
HUVEC-01_3_M14,HUVEC-01,3,M14,548,HUVEC,train
HUVEC-01_3_M16,HUVEC-01,3,M16,443,HUVEC,train
HUVEC-01_3_M17,HUVEC-01,3,M17,718,HUVEC,train
HUVEC-01_3_M18,HUVEC-01,3,M18,90,HUVEC,train
HUVEC-01_3_M20,HUVEC-01,3,M20,614,HUVEC,train
HUVEC-01_3_M21,HUVEC-01,3,M21,38,HUVEC,train
HUVEC-01_3_M23,HUVEC-01,3,M23,432,HUVEC,train
HUVEC-01_3_N02,HUVEC-01,3,N02,691,HUVEC,train
HUVEC-01_3_N03,HUVEC-01,3,N03,234,HUVEC,train
HUVEC-01_3_N04,HUVEC-01,3,N04,237,HUVEC,train
HUVEC-01_3_N05,HUVEC-01,3,N05,151,HUVEC,train
HUVEC-01_3_N06,HUVEC-01,3,N06,422,HUVEC,train
HUVEC-01_3_N07,HUVEC-01,3,N07,570,HUVEC,train
HUVEC-01_3_N08,HUVEC-01,3,N08,1074,HUVEC,train
HUVEC-01_3_N09,HUVEC-01,3,N09,861,HUVEC,train
HUVEC-01_3_N10,HUVEC-01,3,N10,515,HUVEC,train
HUVEC-01_3_N11,HUVEC-01,3,N11,1012,HUVEC,train
HUVEC-01_3_N12,HUVEC-01,3,N12,382,HUVEC,train
HUVEC-01_3_N13,HUVEC-01,3,N13,122,HUVEC,train
HUVEC-01_3_N14,HUVEC-01,3,N14,86,HUVEC,train
HUVEC-01_3_N15,HUVEC-01,3,N15,387,HUVEC,train
HUVEC-01_3_N16,HUVEC-01,3,N16,632,HUVEC,train
HUVEC-01_3_N17,HUVEC-01,3,N17,527,HUVEC,train
HUVEC-01_3_N18,HUVEC-01,3,N18,362,HUVEC,train
HUVEC-01_3_N19,HUVEC-01,3,N19,76,HUVEC,train
HUVEC-01_3_N20,HUVEC-01,3,N20,554,HUVEC,train
HUVEC-01_3_N21,HUVEC-01,3,N21,617,HUVEC,train
HUVEC-01_3_N22,HUVEC-01,3,N22,802,HUVEC,train
HUVEC-01_3_N23,HUVEC-01,3,N23,484,HUVEC,train
HUVEC-01_3_O02,HUVEC-01,3,O02,186,HUVEC,train
HUVEC-01_3_O03,HUVEC-01,3,O03,214,HUVEC,train
HUVEC-01_3_O04,HUVEC-01,3,O04,271,HUVEC,train
HUVEC-01_3_O05,HUVEC-01,3,O05,719,HUVEC,train
HUVEC-01_3_O06,HUVEC-01,3,O06,644,HUVEC,train
HUVEC-01_3_O07,HUVEC-01,3,O07,1034,HUVEC,train
HUVEC-01_3_O08,HUVEC-01,3,O08,546,HUVEC,train
HUVEC-01_3_O09,HUVEC-01,3,O09,283,HUVEC,train
HUVEC-01_3_O10,HUVEC-01,3,O10,707,HUVEC,train
HUVEC-01_3_O11,HUVEC-01,3,O11,800,HUVEC,train
HUVEC-01_3_O12,HUVEC-01,3,O12,842,HUVEC,train
HUVEC-01_3_O13,HUVEC-01,3,O13,435,HUVEC,train
HUVEC-01_3_O14,HUVEC-01,3,O14,992,HUVEC,train
HUVEC-01_3_O15,HUVEC-01,3,O15,944,HUVEC,train
HUVEC-01_3_O16,HUVEC-01,3,O16,796,HUVEC,train
HUVEC-01_3_O17,HUVEC-01,3,O17,937,HUVEC,train
HUVEC-01_3_O18,HUVEC-01,3,O18,449,HUVEC,train
HUVEC-01_3_O19,HUVEC-01,3,O19,648,HUVEC,train
HUVEC-01_3_O20,HUVEC-01,3,O20,402,HUVEC,train
HUVEC-01_3_O21,HUVEC-01,3,O21,300,HUVEC,train
HUVEC-01_3_O22,HUVEC-01,3,O22,480,HUVEC,train
HUVEC-01_3_O23,HUVEC-01,3,O23,1053,HUVEC,train
HUVEC-01_4_B03,HUVEC-01,4,B03,680,HUVEC,train
HUVEC-01_4_B04,HUVEC-01,4,B04,767,HUVEC,train
HUVEC-01_4_B05,HUVEC-01,4,B05,104,HUVEC,train
HUVEC-01_4_B06,HUVEC-01,4,B06,82,HUVEC,train
HUVEC-01_4_B07,HUVEC-01,4,B07,50,HUVEC,train
HUVEC-01_4_B08,HUVEC-01,4,B08,1010,HUVEC,train
HUVEC-01_4_B09,HUVEC-01,4,B09,241,HUVEC,train
HUVEC-01_4_B10,HUVEC-01,4,B10,912,HUVEC,train
HUVEC-01_4_B11,HUVEC-01,4,B11,635,HUVEC,train
HUVEC-01_4_B12,HUVEC-01,4,B12,631,HUVEC,train
HUVEC-01_4_B13,HUVEC-01,4,B13,223,HUVEC,train
HUVEC-01_4_B14,HUVEC-01,4,B14,493,HUVEC,train
HUVEC-01_4_B15,HUVEC-01,4,B15,997,HUVEC,train
HUVEC-01_4_B16,HUVEC-01,4,B16,378,HUVEC,train
HUVEC-01_4_B17,HUVEC-01,4,B17,602,HUVEC,train
HUVEC-01_4_B18,HUVEC-01,4,B18,931,HUVEC,train
HUVEC-01_4_B19,HUVEC-01,4,B19,468,HUVEC,train
HUVEC-01_4_B20,HUVEC-01,4,B20,976,HUVEC,train
HUVEC-01_4_B21,HUVEC-01,4,B21,18,HUVEC,train
HUVEC-01_4_B22,HUVEC-01,4,B22,835,HUVEC,train
HUVEC-01_4_B23,HUVEC-01,4,B23,794,HUVEC,train
HUVEC-01_4_C02,HUVEC-01,4,C02,668,HUVEC,train
HUVEC-01_4_C04,HUVEC-01,4,C04,139,HUVEC,train
HUVEC-01_4_C05,HUVEC-01,4,C05,925,HUVEC,train
HUVEC-01_4_C06,HUVEC-01,4,C06,354,HUVEC,train
HUVEC-01_4_C08,HUVEC-01,4,C08,522,HUVEC,train
HUVEC-01_4_C09,HUVEC-01,4,C09,69,HUVEC,train
HUVEC-01_4_C10,HUVEC-01,4,C10,141,HUVEC,train
HUVEC-01_4_C12,HUVEC-01,4,C12,430,HUVEC,train
HUVEC-01_4_C13,HUVEC-01,4,C13,1097,HUVEC,train
HUVEC-01_4_C14,HUVEC-01,4,C14,971,HUVEC,train
HUVEC-01_4_C16,HUVEC-01,4,C16,187,HUVEC,train
HUVEC-01_4_C17,HUVEC-01,4,C17,343,HUVEC,train
HUVEC-01_4_C18,HUVEC-01,4,C18,17,HUVEC,train
HUVEC-01_4_C20,HUVEC-01,4,C20,854,HUVEC,train
HUVEC-01_4_C21,HUVEC-01,4,C21,904,HUVEC,train
HUVEC-01_4_C23,HUVEC-01,4,C23,656,HUVEC,train
HUVEC-01_4_D02,HUVEC-01,4,D02,1001,HUVEC,train
HUVEC-01_4_D03,HUVEC-01,4,D03,455,HUVEC,train
HUVEC-01_4_D04,HUVEC-01,4,D04,358,HUVEC,train
HUVEC-01_4_D05,HUVEC-01,4,D05,823,HUVEC,train
HUVEC-01_4_D06,HUVEC-01,4,D06,846,HUVEC,train
HUVEC-01_4_D07,HUVEC-01,4,D07,985,HUVEC,train
HUVEC-01_4_D08,HUVEC-01,4,D08,994,HUVEC,train
HUVEC-01_4_D09,HUVEC-01,4,D09,568,HUVEC,train
HUVEC-01_4_D10,HUVEC-01,4,D10,498,HUVEC,train
HUVEC-01_4_D11,HUVEC-01,4,D11,36,HUVEC,train
